Building IRN,Building Name,District IRN,District Name,County,Region,Address,"City, State, Zip Code",Phone #,Principal,Performance Index Score 2016-17,Performance Index Percent 2016-17,Letter Grade of Performance Index,Percent of Students Not Tested,Percent of Students Below,Percent of Students Basic,Percent of Students Proficient,Percent of Students Accelerated,Percent of Students Advanced,Percent of Students Advanced Plus,Gifted Performance Index Score 2016-17,Gifted Performance Index 2016-17,Percent of Gifted Students Not Tested,Percent of Gifted Students Below,Percent of Gifted Students Basic,Percent of Gifted Students Proficient,Percent of Gifted Students Accelerated,Percent of Gifted Students Advanced,Percent of Gifted Students Advanced Plus,Performance Index Score 2015-16,Performance Index Score 2014-15,Watermark
000471,Sharpsburg Primary,044578,Norwood City,Hamilton,Region 13,4321 Forest Ave,"Norwood, OH, 45212-3332",(513) 924-2650,Joseph C. Westendorf,NC,NC,NR,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
000472,Liberty Arts Magnet K-8,044222,Lima City,Allen,Region 6,338 W Kibby St,"Lima, OH, 45804-1168",(419) 996-3320,Angela S. Heffner,86.681,72.2,C,0.0,13.8,21.7,28.7,22.4,12.9,0.6,NC,NC,0.0,0.0,0.0,6.3,31.3,50.0,12.5,88.955,85.563,
000475,Bluestone Elementary School,043950,Euclid City,Cuyahoga,Region 3,1455 E 260th St,"Euclid, OH, 44132-3107",(216) 797-6300,Lynnette Stevens,59.825,49.9,F,0.3,45.7,23.8,18.1,8.2,3.9,0.0,NC,NC,0.0,0.0,0.0,0.0,100.0,0.0,0.0,58.424,65.441,Third Grade Reading Guarantee data may be incomplete due to local reporting error. Contact district for more information.
000489,Almira,043786,Cleveland Municipal,Cuyahoga,Region 3,3375 W 99th St,"Cleveland, OH, 44102-4642",(216) 838-6150,James Greene,46.791,39.0,F,1.9,60.9,22.9,10.3,3.2,0.8,0.0,85.000,70.8,0.0,14.3,21.4,35.7,21.4,7.1,0.0,46.384,59.407,
000491,Bowman Primary School,044214,Lebanon City,Warren,Region 13,825 Hart Rd.,"Lebanon, OH, 45036",(513) 934-5800,Sheri A. McHenry,NC,NC,NR,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC,NC,
000493,Lebanon Junior High,044214,Lebanon City,Warren,Region 13,160 Miller Rd,"Lebanon, OH, 45036-1234",(513) 934-5300,Brian S. Dalton,90.561,75.5,C,0.1,14.1,15.3,26.6,23.0,19.2,1.7,117.588,98.0,0.0,0.4,0.4,3.1,19.8,68.5,7.8,88.597,96.637,
000497,Alpine Elementary School,043802,Columbus City,Franklin,Region 11,1590 Alpine Dr,"Columbus, OH, 43229-2120",(614) 365-5359,Tawanna O. Williams,90.267,75.2,C,0.0,14.7,16.7,19.3,26.7,22.7,0.0,111.333,92.8,0.0,6.7,0.0,6.7,13.3,73.3,0.0,83.538,89.349,
000501,Ripley Union Lewis Huntington Middle School,046078,Ripley-Union-Lewis-Huntington Local,Brown,Region 14,2300 Rains-Eitel Rd.,"Aberdeen, OH, 45101-9502",(937) 795-8001,Jerod J. Michael,80.147,66.8,D,0.5,22.4,19.8,26.4,19.3,11.6,0.0,NC,NC,0.0,0.0,0.0,8.3,33.3,58.3,0.0,72.299,88.585,
000505,Alton Hall Elementary School,044800,South-Western City,Franklin,Region 11,982 Alton Rd,"Galloway, OH, 43119-8867",(614) 801-8000,Jamie K. Clark,80.220,66.9,D,0.2,22.6,20.8,24.2,18.8,13.4,0.0,115.000,95.8,0.0,0.0,2.9,2.9,26.5,67.6,0.0,78.266,90.166,
000509,Whitehall Preparatory and Fitness Academy,000509,Whitehall Preparatory and Fitness Academy,Franklin,Region 11,3474 E Livingston Ave,"Columbus, OH, 43227-2279",(614) 324-4585,Matthew T. Dolan,59.759,49.8,F,0.0,42.7,28.7,19.9,6.6,2.2,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.160,74.649,
000510,Springfield Preparatory and Fitness Academy,000510,Springfield Preparatory and Fitness Academy,Clark,Region 10,1615 Selma Rd,"Springfield, OH, 45505-4245",(937) 323-6250,Darren T. Fansler,68.480,57.1,D,0.0,28.8,34.0,19.2,13.6,4.4,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.854,85.461,
000511,Northland Preparatory and Fitness Academy,000511,Northland Preparatory and Fitness Academy,Franklin,Region 11,1875 Morse Rd,"Columbus, OH, 43229-6603",(614) 318-0600,Lynn G. Hursey,54.242,45.2,F,0.0,51.5,26.8,13.9,5.6,2.3,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.285,71.834,
000513,Columbus Scioto 6-12,043802,Columbus City,Franklin,Region 11,2951 S High St,"Columbus, OH, 43207-3669",(614) 365-5030,Michelle R. Milner,33.694,28.1,F,7.0,82.2,5.7,1.3,2.5,1.3,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.944,40.811,
000519,Whiteoak Junior High School,047613,Bright Local,Highland,Region 14,44 North High Street,"Mowrystown, OH, 45155",(937) 444-2241,Brian Ruckel,72.024,60.0,D,0.0,27.5,26.3,31.6,10.9,3.6,0.0,110.000,91.7,0.0,0.0,0.0,33.3,33.3,33.3,0.0,65.636,73.627,
000520,Youngstown Early College,045161,Youngstown City,Mahoning,Region 5,Fedor Hall,"Youngstown, OH, 44555-0001",(330) 740-7923,Monica M. Jones,79.483,66.2,D,0.0,15.1,31.9,31.9,14.2,6.9,0.0,NC,NC,0.0,0.0,18.2,45.5,36.4,0.0,0.0,81.825,102.915,
000534,Constellation Schools: Puritas Community Middle,000534,Constellation Schools: Puritas Community Middle,Cuyahoga,Region 3,5730 Broadview Rd,"Parma, OH, 44134-1602",(216) 688-0680,Margaret M. Colwell,77.853,64.9,D,0.3,19.8,27.4,28.8,18.1,5.6,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.581,76.964,
000539,Amanda-Clearcreek Elementary School,046847,Amanda-Clearcreek Local,Fairfield,Region 11,328 E Main St,"Amanda, OH, 43102-9330",(740) 969-7253,Theresa L. Pinkstock,94.644,78.9,C,0.0,8.3,16.9,24.7,28.3,21.8,0.0,119.000,99.2,0.0,0.0,0.0,0.0,10.0,90.0,0.0,90.723,89.361,
000541,Constellation Schools: Outreach Academy for Students with Di,000541,Constellation Schools: Outreach Academy for Students with Di,Cuyahoga,Region 3,3727 Bosworth Rd,"Cleveland, OH, 44111-6037",(216) 688-1900,Mary Wideman,43.939,36.6,F,0.0,57.6,39.4,3.0,0.0,0.0,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.929,37.059,
000543,Pinnacle Academy,000543,Pinnacle Academy,Cuyahoga,Region 3,860 E 222nd St,"Euclid, OH, 44123-3317",(216) 731-0127,Charlena R. Dykes-Hunt,65.045,54.2,D,0.0,39.2,23.1,23.7,10.6,3.4,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.163,74.975,
000546,Winterfield Venture Academy,000546,Winterfield Venture Academy,Lucas,Region 1,305 Wenz Rd,"Toledo, OH, 43615-6244",(419) 531-3285,Nathan W. Preston,65.642,54.7,D,0.0,36.8,27.7,17.6,11.4,6.6,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.347,70.361,
000547,Amanda Elementary School,044404,Middletown City,Butler,Region 13,1300 Oxford State Rd,"Middletown, OH, 45044-7580",(513) 420-4542,Beth F. Hendricks,67.538,56.3,D,0.2,35.9,23.8,21.0,14.9,4.3,0.0,NC,NC,0.0,0.0,11.1,0.0,55.6,33.3,0.0,63.791,69.066,
000553,"Columbus Humanities, Arts and Technology Academy",000553,"Columbus Humanities, Arts and Technology Academy",Franklin,Region 11,1333 Morse Rd,"Columbus, OH, 43229-6322",(614) 261-1200,Alexander C. Adams,68.152,56.8,D,0.0,32.6,27.6,23.8,11.6,4.3,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.575,74.824,
000556,A+ Arts Academy,000556,A+ Arts Academy,Franklin,Region 11,1395 Fair Ave,"Columbus, OH, 43205-1543",(614) 338-0767,David B. Fant,56.308,46.9,F,0.0,49.4,25.3,17.3,6.2,1.9,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.298,76.822,
000557,Columbus Arts & Technology Academy,000557,Columbus Arts & Technology Academy,Franklin,Region 11,2255 Kimberly Pkwy E,"Columbus, OH, 43232-7210",(614) 577-0900,Derrick R. Shelton,81.637,68.0,D,0.0,16.2,25.3,34.3,17.4,6.8,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.667,85.646,
000558,Columbus Preparatory Academy,000558,Columbus Preparatory Academy,Franklin,Region 11,3330 Chippewa St,"Columbus, OH, 43204-1653",(614) 275-3600,Brian P. Carlton,115.514,96.3,A,0.0,0.0,0.4,8.4,26.0,65.3,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.869,114.576,
000559,Orion Academy,000559,Orion Academy,Hamilton,Region 13,1798 Queen City Ave,"Cincinnati, OH, 45214-1427",(513) 251-6000,Kendell L. Dorsey,61.873,51.6,D,0.0,40.8,27.1,22.3,7.2,2.7,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.381,67.358,
000560,Apex Academy,000560,Apex Academy,Cuyahoga,Region 3,16005 Terrace Rd,"Cleveland, OH, 44112-2001",(216) 451-1725,Jennifer M. Littlefield,52.072,43.4,F,0.0,56.0,24.0,12.8,6.0,1.2,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.432,73.157,
000562,Amanda-Clearcreek High School,046847,Amanda-Clearcreek Local,Fairfield,Region 11,328 E Main St,"Amanda, OH, 43102-9330",(740) 969-7251,Kimberly A. Miller,84.515,70.4,C,1.4,12.4,22.8,36.1,18.1,9.0,0.2,110.714,92.3,0.0,0.0,7.1,14.3,28.6,42.9,7.1,75.814,96.401,
000575,Hope Academy Northwest Campus,000575,Hope Academy Northwest Campus,Cuyahoga,Region 3,1441 W 116th St,"Cleveland, OH, 44102-2301",(216) 226-6800,Julio S. Alarcon,62.955,52.5,D,0.8,40.4,24.2,19.9,12.4,2.3,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.333,60.584,
000576,King Academy Community School,000576,King Academy Community School,Hamilton,Region 13,224 W Liberty St,"Cincinnati, OH, 45202-6990",(513) 421-7519,,79.713,66.4,D,1.1,18.4,21.8,37.9,16.7,4.0,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.538,73.896,
000577,Emerson Academy,000577,Emerson Academy,Montgomery,Region 10,501 Hickory St,"Dayton, OH, 45410-1232",(937) 223-2889,Alison C. Foreman,64.181,53.5,D,0.0,39.3,24.9,21.7,11.1,2.9,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.312,75.776,
000596,Amelia Elementary School,046359,West Clermont Local,Clermont,Region 13,5 E Main St,"Amelia, OH, 45102-1943",(513) 943-3800,Jeffrey D. Riel,90.293,75.2,C,0.0,16.4,11.8,26.4,25.5,19.9,0.0,116.471,97.1,0.0,0.0,2.0,2.0,19.6,76.5,0.0,88.881,93.337,
000604,Amelia High School,046359,West Clermont Local,Clermont,Region 13,1351 Clough Pike,"Batavia, OH, 45103-2503",(513) 947-7400,Stephanie N. Walker,72.682,60.6,D,3.0,22.2,27.7,28.9,13.1,5.1,0.0,104.900,87.4,0.0,1.0,8.0,32.0,30.0,29.0,0.0,68.901,90.873,
000608,Summit Academy Transition High School-Cincinnati,000608,Summit Academy Transition High School-Cincinnati,Hamilton,Region 13,5800 Salvia Ave,"Cincinnati, OH, 45224-3029",(513) 541-4000,Stephen F. Geresy,49.571,41.3,F,1.4,61.4,17.1,14.3,2.9,2.9,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.270,79.054,
000609,Summit Academy Middle School - Lorain,000609,Summit Academy Middle School - Lorain,Lorain,Region 2,346 Illinois Ave,"Lorain, OH, 44052-2106",(440) 288-0448,Diane K. Solomon,49.406,41.2,F,0.0,59.8,22.8,14.2,2.3,0.9,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.092,52.421,
000610,Summit Academy Middle School - Columbus,000610,Summit Academy Middle School - Columbus,Franklin,Region 11,2521 Fairwood Ave Ste 200,"Columbus, OH, 43207-2712",(614) 237-5497,Cheryl L. Elliott,45.089,37.6,F,0.0,68.8,17.9,10.7,1.8,0.9,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.000,50.414,
000612,Amelia Middle School,046359,West Clermont Local,Clermont,Region 13,1351 Clough Pike,"Batavia, OH, 45103-2503",(513) 947-7500,Lori A. Crowe,81.817,68.2,D,0.4,19.3,22.0,25.2,21.2,11.9,0.0,113.224,94.4,0.0,0.0,1.9,13.1,30.8,53.7,0.5,80.021,84.904,
000613,Heir Force Community School,000613,Heir Force Community School,Allen,Region 6,150 W Grand Ave,"Lima, OH, 45801-4006",(419) 228-9241,Darwin O. Lofton,70.882,59.1,D,0.0,30.9,25.3,24.2,12.9,6.6,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.210,88.280,
000614,Summit Academy Transition High School-Columbus,000614,Summit Academy Transition High School-Columbus,Franklin,Region 11,2521 Fairwood Ave,"Columbus, OH, 43207-2712",(614) 880-0714,Trina C. Holloway - Moore,43.729,36.4,F,1.7,64.4,23.7,10.2,0.0,0.0,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.945,63.361,
000616,Summit Academy Alternative LearnersWarren Middle & Secondary,000616,Summit Academy Alternative LearnersWarren Middle & Secondary,Trumbull,Region 5,1461 Moncrest Dr NW,"Warren, OH, 44485-1928",(330) 399-1692,Erin A. Bradley,47.483,39.6,F,2.8,60.8,19.6,11.9,2.8,2.1,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.750,65.260,
000620,Amesville Elementary School,045914,Federal Hocking Local,Athens,Region 16,PO Box 189,"Amesville, OH, 45711-0189",(740) 448-2501,Lisa Imel,74.413,62.0,D,1.7,23.3,27.0,25.0,13.9,9.1,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.160,78.458,
000621,Summit Academy Transition High School Dayton,000621,Summit Academy Transition High School Dayton,Montgomery,Region 8,251 Erdiel Dr,"Dayton, OH, 45415-3632",(937) 223-3154,Gary L. Miller,44.352,37.0,F,5.2,61.7,18.7,13.5,0.5,0.5,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.634,65.565,
000623,Summit Academy-Youngstown,000623,Summit Academy-Youngstown,Mahoning,Region 5,144 N Schenley Ave,"Youngstown, OH, 44509-2041",(330) 259-0421,Michael J. Majzun,48.895,40.7,F,0.0,63.7,18.7,10.2,4.8,2.5,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.972,61.677,
000629,Summit Academy Community School - Painesville,000629,Summit Academy Community School - Painesville,Lake,Region 4,268 N State St,"Painesville, OH, 44077-4009",(440) 358-0877,Frank B. Cheraso,61.940,51.6,D,0.7,43.3,23.1,16.4,10.4,6.0,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.286,71.164,
000633,Summit Academy Toledo Learning Center,000633,Summit Academy Toledo Learning Center,Lucas,Region 1,5115 Glendale Ave Ste N,"Toledo, OH, 43614-1801",(419) 476-7859,Abby J. Spangler,61.737,51.4,D,0.5,44.7,21.6,16.3,11.6,5.3,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.173,61.088,
000634,Summit Academy Secondary School - Middletown,000634,Summit Academy Secondary School - Middletown,Butler,Region 13,7 S Marshall Rd,"Middletown, OH, 45044-5375",(513) 420-9767,Beth A. Varley,53.699,44.7,F,0.0,57.2,19.1,13.3,6.9,3.5,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.273,71.429,
000638,Amherst Elementary School,049858,Jackson Local,Stark,Region 9,8750 Jane St NW,"Massillon, OH, 44646-1626",(330) 830-8024,William P. Hayden,99.959,83.3,B,0.3,4.5,12.6,25.4,30.9,26.2,0.1,118.028,98.4,0.0,0.0,0.0,1.4,18.3,78.9,1.4,100.501,102.054,
000640,Rittman Academy,012931,Office of School Sponsorship,Franklin,Region 9,100 Saurer St,"Rittman, OH, 44270-1259",(330) 927-7401,,50.455,42.0,F,0.0,50.0,36.4,13.6,0.0,0.0,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC,NC,
000653,Amity Elementary School,043851,Deer Park Community City,Hamilton,Region 13,4320 E Galbraith Rd,"Cincinnati, OH, 45236-2618",(513) 891-5995,Mark S. Smiley,95.078,79.2,C,0.0,8.1,15.4,30.0,23.5,22.9,0.0,113.534,94.6,0.0,0.0,0.9,15.5,28.4,55.2,0.0,89.972,92.819,
000676,Frank Jacinto Elementary,044263,Lorain City,Lorain,Region 2,2515 Marshall Ave,"Lorain, OH, 44052-4337",(440) 960-5800,Leila B. Flores,65.648,54.7,D,0.0,35.2,26.9,29.0,6.7,2.1,0.0,NC,NC,0.0,0.0,0.0,0.0,100.0,0.0,0.0,56.655,70.064,
000677,New Day Academy Boarding & Day School,000677,New Day Academy Boarding & Day School,Cuyahoga,Region 3,8566 Barbara Dr,"Mentor, OH, 44060-1917",(440) 516-0866,,50.759,42.3,F,0.0,56.3,25.0,17.9,0.4,0.4,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.290,70.833,Graduation data may be incomplete due to local reporting error. Contact district for more information.
000679,Oakstone Community School,000679,Oakstone Community School,Franklin,Region 11,5747 Cleveland Ave,"Columbus, OH, 43231-2831",(614) 458-1085,Erik L. Wilson,82.850,69.0,D,0.0,19.7,20.6,26.5,17.7,15.5,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.891,96.036,
000687,Anderson High School,047340,Forest Hills Local,Hamilton,Region 13,7560 Forest Rd,"Cincinnati, OH, 45255-4307",(513) 232-2772,Michael R. Overbey,97.368,81.1,B,0.0,5.8,13.2,32.7,28.9,19.1,0.2,113.392,94.5,0.0,0.6,0.6,13.5,31.6,52.6,1.2,93.282,104.081,
000699,Arcadia Middle School,047415,Arcadia Local,Hancock,Region 1,19033 State Route 12,"Arcadia, OH, 44804-9714",(419) 894-6431,Billy Dobbins,87.222,72.7,C,0.0,12.8,17.5,41.0,25.2,3.4,0.0,NC,NC,0.0,0.0,8.3,16.7,41.7,33.3,0.0,93.593,101.435,
000701,Avon Heritage Elementary School,048116,Avon Local,Lorain,Region 2,35575 Detroit Rd,"Avon, OH, 44011-1639",(440) 937-3055,Jason M. Call,104.743,87.3,B,0.3,3.7,7.6,19.5,31.9,37.1,0.0,116.094,96.7,0.2,0.0,0.5,4.7,24.8,69.9,0.0,103.945,105.314,
000711,Pymatuning Valley Primary Elementary School,045880,Pymatuning Valley Local,Ashtabula,Region 5,PO Box 1180,"Andover, OH, 44003-1180",(440) 293-6206,Billie J. Fusco,97.089,80.9,B,0.0,7.5,13.7,26.6,26.2,26.0,0.0,117.059,97.5,0.0,0.0,0.0,5.9,17.6,76.5,0.0,96.452,95.650,
000725,Zenith Academy,000725,Zenith Academy,Franklin,Region 11,8210 Havens Rd,"Blacklick, OH, 43004-8630",(614) 888-9997,,59.394,49.5,F,1.3,42.9,25.8,21.1,7.5,1.4,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.179,73.047,
000729,Andrew J Rickoff,043786,Cleveland Municipal,Cuyahoga,Region 3,3500 E 147th St,"Cleveland, OH, 44120-4834",(216) 838-4150,SHELBY R. SCHUTT,47.131,39.3,F,2.3,62.1,19.3,11.7,3.9,0.8,0.0,NC,NC,0.0,0.0,0.0,50.0,0.0,50.0,0.0,44.327,51.929,
000736,HBCU Preparatory School 1,000736,HBCU Preparatory School 1,Cuyahoga,Region 3,12601 Shaker Blvd,"Cleveland, OH, 44120-2041",(216) 812-0244,Timothy Roberts,78.598,65.5,D,0.3,22.4,20.2,35.2,16.5,5.3,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.775,80.519,
000737,Massillon Junior High School,044354,Massillon City,Stark,Region 9,250 29th St NW,"Massillon, OH, 44647-5910",(330) 830-3902,Vincent J. Lindsey,78.115,65.1,D,0.4,24.2,21.0,26.2,19.0,8.8,0.4,109.157,91.0,0.0,0.0,4.8,23.5,36.1,31.9,3.6,74.768,84.722,
000738,HBCU Preparatory School 2,000738,HBCU Preparatory School 2,Cuyahoga,Region 3,12601 Shaker Blvd,"Cleveland, OH, 44120-2041",(216) 812-0244,Timothy Roberts,NC,NC,NR,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
000745,Anna Elementary School,049759,Anna Local,Shelby,Region 6,PO Box 169,"Anna, OH, 45302-0169",(937) 394-2011,John E. Holtzapple,109.191,91.0,A,0.0,1.4,5.6,15.8,30.5,46.8,0.0,118.276,98.6,0.0,0.0,0.7,0.7,11.7,86.9,0.0,106.593,103.720,
000752,Anna High School,049759,Anna Local,Shelby,Region 6,PO Box 169,"Anna, OH, 45302-0169",(937) 394-2011,Richard L. Russell,99.150,82.6,B,0.5,3.3,11.5,37.5,30.3,16.0,1.0,116.923,97.4,0.0,0.0,0.0,7.7,30.8,46.2,15.4,95.226,106.545,
000760,Ansonia Elementary School,046623,Ansonia Local,Darke,Region 10,PO Box 279,"Ansonia, OH, 45303-0279",(937) 337-5141,Krista L. Stump,93.333,77.8,C,0.0,12.6,12.6,24.8,27.5,22.4,0.0,117.368,97.8,0.0,0.0,0.0,5.3,15.8,78.9,0.0,91.337,84.738,
000770,"Maritime Academy of Toledo, The",000770,"Maritime Academy of Toledo, The",Lucas,Region 1,803 Water St,"Toledo, OH, 43604-1831",(419) 244-9999,Aaron M. Lusk,56.464,47.1,F,0.2,46.8,28.1,18.7,4.9,1.2,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.098,74.564,Graduation data may be incomplete due to local reporting error. Contact district for more information.
000778,Ansonia High School,046623,Ansonia Local,Darke,Region 10,PO Box 279,"Ansonia, OH, 45303-0279",(937) 337-5591,Stephen A. Garman,91.034,75.9,C,0.0,10.3,17.7,32.5,25.1,14.3,0.0,NC,NC,0.0,11.1,0.0,0.0,33.3,55.6,0.0,93.092,104.592,
000779,Educational Academy for Boys & Girls,123257,North Central Ohio ESC,Seneca,Region 11,1500 W 3rd Ave,"Columbus, OH, 43212-2843",(614) 294-3020,,69.421,57.9,D,0.0,28.1,33.1,20.7,13.2,5.0,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.771,65.000,
000780,Midnimo Cross Cultural Community School,123257,North Central Ohio ESC,Seneca,Region 11,1500 W 3rd Ave Ste 125,"Columbus, OH, 43212-2883",(614) 261-7480,Amy L. Shrock,58.547,48.8,F,0.0,47.6,23.6,17.9,8.1,2.7,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.326,68.129,
000802,Anthony Wayne Elementary School,044008,Franklin City,Warren,Region 13,16 Farm Ave,"Franklin, OH, 45005-2721",(937) 743-8640,James L. Rhoades,81.288,67.7,D,0.7,20.1,20.7,28.2,18.3,11.4,0.7,117.895,98.2,0.0,0.0,0.0,0.0,36.8,47.4,15.8,76.051,86.611,
000804,Horizon Science Academy-Cincinnati,000804,Horizon Science Academy-Cincinnati,Hamilton,Region 13,1055 Laidlaw Ave,"Cincinnati, OH, 45237-5005",(513) 242-0099,Ergun Sevilmis,53.402,44.5,F,0.2,54.7,22.7,14.8,5.1,2.5,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.668,62.155,
000808,Horizon Science Academy-Dayton,000808,Horizon Science Academy-Dayton,Montgomery,Region 10,4751 sue ann blvd,"Dayton, OH, 45415",(937) 277-1177,Kellie K. Berlean,54.826,45.7,F,0.0,53.0,22.2,18.7,3.9,2.2,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.853,68.208,
000810,Anthony Wayne High School,048207,Anthony Wayne Local,Lucas,Region 1,5967 Finzel Rd,"Whitehouse, OH, 43571-9661",(419) 877-0466,Kevin Pfefferle,99.852,83.2,B,0.0,4.7,10.5,32.9,30.8,21.1,0.0,114.354,95.3,0.0,0.5,1.0,11.0,24.4,63.2,0.0,88.508,104.664,
000825,Horizon Science Academy-Springfield,000825,Horizon Science Academy-Springfield,Lucas,Region 1,630 S Reynolds Rd,"Toledo, OH, 43615-6314",(419) 535-0524,Erin A. Schreiner,63.593,53.0,D,0.0,37.8,28.9,21.3,8.1,3.9,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.201,66.433,
000828,Anton Grdina,043786,Cleveland Municipal,Cuyahoga,Region 3,2955 E 71st St,"Cleveland, OH, 44104-4101",(216) 838-1150,Harold S. Booker,40.361,33.6,F,3.6,72.4,14.4,6.0,3.4,0.2,0.0,NC,NC,0.0,33.3,0.0,0.0,66.7,0.0,0.0,38.904,50.605,
000831,National Road,045179,Zanesville City,Muskingum,Region 12,3505 East Pike,"Zanesville, OH, 43701-6617",(740) 450-1538,Mary E. Hitchens,76.431,63.7,D,0.0,24.5,25.9,21.0,17.8,10.8,0.0,NC,NC,0.0,0.0,0.0,0.0,12.5,87.5,0.0,67.370,75.489,
000836,Antwerp Local Elementary School,048991,Antwerp Local,Paulding,Region 1,303 S. Harrmann Rd,"Antwerp, OH, 45813",(419) 258-5421,Amy S. Hammer,101.108,84.3,B,0.0,4.8,11.1,24.3,30.4,29.4,0.0,117.857,98.2,0.0,0.0,0.0,0.0,21.4,78.6,0.0,93.010,97.031,
000838,Horizon Science Academy-Denison Middle School,000838,Horizon Science Academy-Denison Middle School,Cuyahoga,Region 3,1700 Denison Ave,"Cleveland, OH, 44109-2925",(216) 739-9911,,60.061,50.1,D,0.0,41.0,29.8,22.7,6.1,0.4,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.676,51.391,
000840,General Johnnie Wilson Middle School,044263,Lorain City,Lorain,Region 2,2700 Washington Ave,"Lorain, OH, 44052-4648",(440) 246-1020,Bryan M. Hilko,58.041,48.4,F,0.3,49.2,21.8,16.2,11.1,1.4,0.1,98.723,82.3,0.0,4.3,10.6,31.9,46.8,6.4,0.0,59.415,68.787,
000841,Longfellow Middle School,044263,Lorain City,Lorain,Region 2,305 Louisiana Ave,"Lorain, OH, 44052-2256",(440) 246-1020,Christine L. Miller,61.681,51.4,D,0.2,44.2,23.2,16.7,10.0,5.6,0.1,108.235,90.2,0.0,2.0,3.9,19.6,39.2,33.3,2.0,64.094,76.736,
000843,Bennett Venture Academy,000843,Bennett Venture Academy,Lucas,Region 1,5130 Bennett Road,"Toledo, OH, 43612",(419) 269-2247,nicolette r. whitson,71.710,59.8,D,0.0,29.2,26.4,23.6,14.1,6.7,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.487,78.884,
000844,Antwerp Local High School,048991,Antwerp Local,Paulding,Region 1,303 S. Harrmann Rd,"Antwerp, OH, 45813",(419) 258-5421,Travis L. Lichty,93.207,77.7,C,0.0,8.2,18.5,33.2,18.5,20.7,1.1,NC,NC,0.0,0.0,0.0,11.1,33.3,33.3,22.2,93.514,106.265,
